Order_ID,Order_Date,Customer_ID,Customer_Name,City,Product,Category,Brand,Quantity,Unit_Price,Discount_%,Total_Sales,Profit,Payment_Method,Shipping_Method,Order_Status
ORD00023,2026-06-13,CUST0098,Noah Adhikari,Chitwan,Headphones,Audio,Sony,3,156.74,0,470.22,74.62,Khalti,Express,Shipped
ORD00024,2026-01-25,CUST0108,Olivia Adhikari,Kathmandu,Headphones,Audio,Sony,1,131.95,0,131.95,17.45,eSewa,Express,Cancelled
ORD00025,2026-01-13,CUST0262,Mason Thapa,Kathmandu,Monitor,Electronics,LG,5,201.72,20,806.88,89.36,Card,Standard,Delivered
ORD00026,2026-01-16,CUST0248,Aarav Thapa,Biratnagar,Printer,Office,HP,3,186.84,15,476.44,48.12,Bank Transfer,Express,Shipped
ORD00027,2026-01-26,CUST0122,Liam Adhikari,Lalitpur,Keyboard,Accessories,Logitech,4,31.67,5,120.35,10.04,Card,Express,Processing
ORD00028,2026-01-12,CUST0250,Bishal Sharma,Pokhara,Smartphone,Electronics,Samsung,3,657.62,20,1578.29,276.74,Khalti,Standard,Cancelled
ORD00029,2026-02-20,CUST0200,Aarav Adhikari,Butwal,Tablet,Electronics,Apple,1,496.86,15,422.33,34.41,Cash,Standard,Processing
ORD00030,2026-05-27,CUST0056,Emma Thapa,Kathmandu,Monitor,Electronics,LG,5,220.12,15,935.51,181.08,Bank Transfer,Express,Cancelled
ORD00031,2026-02-05,CUST0271,Mia Sharma,Lalitpur,Headphones,Audio,Sony,4,159.73,0,638.92,91.4,Khalti,Standard,Processing
ORD00032,2026-03-23,CUST0144,Hari Smith,Butwal,Smartphone,Electronics,Samsung,3,658.0,10,1776.6,238.18,Khalti,Express,Cancelled
ORD00033,2026-02-21,CUST0037,Sophia Smith,Pokhara,Printer,Office,HP,4,185.12,10,666.43,139.48,Card,Standard,Processing
ORD00034,2026-03-21,CUST0261,Emma KC,Kathmandu,Smartphone,Electronics,Samsung,2,632.83,10,1139.09,116.09,eSewa,Standard,Shipped
ORD00035,2026-01-31,CUST0068,Olivia Sharma,Pokhara,Headphones,Audio,Sony,2,100.49,5,190.93,38.79,eSewa,Express,Shipped
ORD00036,2026-02-24,CUST0039,Emma Sharma,Biratnagar,Laptop,Electronics,Dell,4,865.89,10,3117.2,776.85,eSewa,Express,Shipped
ORD00037,2026-02-08,CUST0250,Mason Sharma,Butwal,Printer,Office,HP,2,202.5,5,384.75,44.84,Card,Express,Delivered
ORD00038,2026-01-20,CUST0127,Mia KC,Butwal,Monitor,Electronics,LG,3,235.32,5,670.66,163.9,Card,Express,Cancelled
ORD00039,2026-02-14,CUST0299,Emma Thapa,Lalitpur,Smartphone,Electronics,Samsung,4,687.78,10,2476.01,353.75,Card,Standard,Processing
ORD00040,2026-04-05,CUST0129,Hari Sharma,Lalitpur,Smartphone,Electronics,Samsung,1,635.38,0,635.38,145.13,Cash,Standard,Processing
ORD00041,2026-03-05,CUST0265,Sita Adhikari,Lalitpur,Tablet,Electronics,Apple,2,516.41,0,1032.82,128.73,eSewa,Standard,Shipped
ORD00042,2026-03-01,CUST0226,Ava KC,Biratnagar,Laptop,Electronics,Dell,1,882.39,20,705.91,109.05,Bank Transfer,Standard,Delivered
ORD00043,2026-06-02,CUST0258,Ava KC,Butwal,Tablet,Electronics,Apple,5,513.74,5,2440.26,456.75,Card,Standard,Delivered
ORD00044,2026-02-16,CUST0289,Liam KC,Lalitpur,Headphones,Audio,Sony,5,104.77,15,445.27,57.95,Cash,Standard,Delivered
ORD00045,2026-04-05,CUST0141,Emma KC,Pokhara,Tablet,Electronics,Apple,2,485.36,10,873.65,144.6,Cash,Express,Shipped
ORD00046,2026-03-21,CUST0114,Hari Thapa,Biratnagar,Printer,Office,HP,1,194.48,15,165.31,27.34,eSewa,Standard,Shipped
ORD00047,2026-03-06,CUST0089,Hari Sharma,Biratnagar,Headphones,Audio,Sony,3,135.72,10,366.44,49.97,Card,Express,Processing
ORD00048,2026-02-27,CUST0227,Aarav Sharma,Pokhara,Laptop,Electronics,Dell,2,874.92,10,1574.86,316.42,Bank Transfer,Standard,Shipped
ORD00049,2026-03-24,CUST0296,Bishal KC,Pokhara,Tablet,Electronics,Apple,2,533.92,0,1067.84,125.22,Bank Transfer,Express,Shipped
ORD00050,2026-05-06,CUST0178,Sophia KC,Pokhara,Headphones,Audio,Sony,5,149.07,15,633.55,62.12,eSewa,Express,Delivered
ORD00051,2026-01-09,CUST0019,Noah Sharma,Chitwan,Headphones,Audio,Sony,4,145.9,20,466.88,113.81,Bank Transfer,Express,Cancelled
ORD00052,2026-02-09,CUST0099,Liam Sharma,Kathmandu,Monitor,Electronics,LG,3,212.39,0,637.17,84.68,eSewa,Standard,Shipped
ORD00053,2026-03-28,CUST0059,Olivia Thapa,Butwal,Printer,Office,HP,1,201.22,10,181.1,28.3,eSewa,Express,Processing
ORD00054,2026-05-26,CUST0184,Aarav Smith,Kathmandu,Monitor,Electronics,LG,4,211.68,10,762.05,98.32,Khalti,Standard,Cancelled
ORD00055,2026-06-20,CUST0082,Sita Adhikari,Kathmandu,Mouse,Accessories,Logitech,2,47.82,5,90.86,10.71,Bank Transfer,Standard,Cancelled
ORD00056,2026-02-22,CUST0170,Mason KC,Biratnagar,Monitor,Electronics,LG,3,225.66,10,609.28,108.39,Khalti,Standard,Cancelled
ORD00057,2026-04-04,CUST0024,Noah Sharma,Lalitpur,Laptop,Electronics,Dell,4,845.38,5,3212.44,643.86,eSewa,Standard,Delivered
ORD00058,2026-06-10,CUST0206,Liam Thapa,Butwal,Smartphone,Electronics,Samsung,3,679.6,5,1936.86,385.82,Cash,Standard,Delivered
ORD00059,2026-02-05,CUST0149,Hari Smith,Pokhara,Tablet,Electronics,Apple,4,485.33,0,1941.32,177.17,Cash,Standard,Shipped
ORD00060,2026-05-23,CUST0086,Mia KC,Butwal,Keyboard,Accessories,Logitech,4,78.41,10,282.28,47.73,Bank Transfer,Standard,Delivered
ORD00061,2026-03-28,CUST0219,Sophia Thapa,Kathmandu,Keyboard,Accessories,Logitech,5,36.99,5,175.7,25.24,Bank Transfer,Express,Processing
ORD00062,2026-06-18,CUST0132,Mason Thapa,Lalitpur,Keyboard,Accessories,Logitech,5,80.86,10,363.87,47.8,Bank Transfer,Standard,Processing
ORD00063,2026-05-17,CUST0300,Noah Thapa,Lalitpur,Tablet,Electronics,Apple,1,480.62,15,408.53,85.43,eSewa,Standard,Cancelled
ORD00064,2026-04-01,CUST0219,Sita Sharma,Pokhara,Tablet,Electronics,Apple,5,506.06,15,2150.76,230.22,Khalti,Express,Shipped
ORD00065,2026-03-17,CUST0142,Mason Adhikari,Butwal,Monitor,Electronics,LG,4,228.27,15,776.12,169.82,Card,Standard,Processing
ORD00066,2026-01-12,CUST0137,Olivia KC,Biratnagar,Smartphone,Electronics,Samsung,4,671.45,10,2417.22,471.59,eSewa,Standard,Processing
ORD00067,2026-04-01,CUST0059,Bishal Sharma,Lalitpur,Tablet,Electronics,Apple,5,513.65,5,2439.84,481.75,Cash,Express,Delivered
ORD00068,2026-03-26,CUST0270,Bishal Smith,Chitwan,Headphones,Audio,Sony,2,155.08,10,279.14,50.87,eSewa,Standard,Shipped
ORD00069,2026-03-08,CUST0173,Bishal Sharma,Chitwan,Laptop,Electronics,Dell,5,831.26,0,4156.3,853.19,Khalti,Express,Cancelled
ORD00070,2026-03-29,CUST0298,Hari Thapa,Chitwan,Printer,Office,HP,2,204.26,5,388.09,41.73,Khalti,Express,Processing
ORD00071,2026-03-28,CUST0060,Sophia KC,Biratnagar,Mouse,Accessories,Logitech,5,63.28,15,268.94,33.92,Bank Transfer,Standard,Delivered
ORD00072,2026-01-05,CUST0033,Noah Adhikari,Kathmandu,Smartphone,Electronics,Samsung,2,672.05,5,1276.89,233.66,Card,Express,Delivered
ORD00073,2026-01-03,CUST0139,Aarav Sharma,Biratnagar,Keyboard,Accessories,Logitech,4,31.59,15,107.41,11.15,Cash,Express,Processing
ORD00074,2026-02-01,CUST0250,Emma Smith,Kathmandu,Monitor,Electronics,LG,1,227.01,10,204.31,44.14,Bank Transfer,Express,Cancelled
ORD00075,2026-05-26,CUST0195,Sita Adhikari,Biratnagar,Monitor,Electronics,LG,1,208.9,15,177.56,20.9,Cash,Express,Processing
ORD00076,2026-03-16,CUST0255,Mason Adhikari,Butwal,Mouse,Accessories,Logitech,4,49.16,20,157.31,24.3,Bank Transfer,Standard,Cancelled
ORD00077,2026-01-13,CUST0028,Mason Smith,Biratnagar,Mouse,Accessories,Logitech,1,45.98,20,36.78,8.42,Bank Transfer,Standard,Delivered
ORD00078,2026-02-08,CUST0172,Ava Smith,Lalitpur,Keyboard,Accessories,Logitech,3,50.87,10,137.35,11.0,Cash,Standard,Cancelled
ORD00079,2026-02-23,CUST0128,Sophia Smith,Biratnagar,Monitor,Electronics,LG,5,207.39,20,829.56,193.21,eSewa,Standard,Shipped
ORD00080,2026-02-18,CUST0240,Sita Sharma,Pokhara,Mouse,Accessories,Logitech,5,36.41,10,163.84,16.76,eSewa,Express,Processing
ORD00081,2026-02-23,CUST0095,Olivia Sharma,Kathmandu,Printer,Office,HP,4,209.63,5,796.59,121.4,Khalti,Express,Cancelled
ORD00082,2026-04-28,CUST0025,Noah Sharma,Chitwan,Mouse,Accessories,Logitech,4,6.64,15,22.58,4.62,Khalti,Standard,Delivered
ORD00083,2026-03-14,CUST0263,Noah KC,Biratnagar,Monitor,Electronics,LG,5,235.31,0,1176.55,273.76,Card,Standard,Cancelled
ORD00084,2026-05-09,CUST0024,Ava Sharma,Butwal,Mouse,Accessories,Logitech,5,23.9,10,107.55,21.54,eSewa,Standard,Cancelled
ORD00085,2026-05-28,CUST0094,Sophia Adhikari,Kathmandu,Headphones,Audio,Sony,5,116.04,15,493.17,92.92,Card,Standard,Processing
ORD00086,2026-06-29,CUST0178,Liam Sharma,Pokhara,Mouse,Accessories,Logitech,3,8.49,0,25.47,2.67,Cash,Standard,Processing
ORD00087,2026-04-24,CUST0064,Mia Adhikari,Lalitpur,Printer,Office,HP,2,191.79,0,383.58,54.21,Card,Standard,Shipped
ORD00088,2026-03-11,CUST0207,Sita Sharma,Pokhara,Mouse,Accessories,Logitech,5,32.33,20,129.32,19.87,Cash,Express,Delivered
ORD00089,2026-05-25,CUST0230,Hari Smith,Biratnagar,Tablet,Electronics,Apple,3,509.02,20,1221.65,261.77,Bank Transfer,Standard,Cancelled
ORD00090,2026-05-06,CUST0071,Emma Smith,Lalitpur,Headphones,Audio,Sony,4,139.48,10,502.13,70.58,Bank Transfer,Express,Shipped
ORD00091,2026-05-24,CUST0068,Ava Smith,Biratnagar,Tablet,Electronics,Apple,1,511.33,0,511.33,72.72,Cash,Express,Processing
ORD00092,2026-05-22,CUST0165,Noah Thapa,Butwal,Smartphone,Electronics,Samsung,5,680.69,5,3233.28,280.01,Card,Express,Shipped
ORD00093,2026-04-19,CUST0027,Hari Smith,Butwal,Smartphone,Electronics,Samsung,5,651.29,5,3093.63,342.78,Cash,Express,Shipped
ORD00094,2026-04-28,CUST0029,Emma Smith,Lalitpur,Headphones,Audio,Sony,1,144.91,0,144.91,17.32,eSewa,Standard,Processing
ORD00095,2026-04-23,CUST0064,Aarav Smith,Lalitpur,Keyboard,Accessories,Logitech,5,70.55,20,282.2,61.42,eSewa,Standard,Delivered
ORD00096,2026-01-09,CUST0252,Sophia Sharma,Butwal,Monitor,Electronics,LG,2,211.84,15,360.13,65.71,Khalti,Standard,Cancelled
ORD00097,2026-06-13,CUST0224,Olivia Adhikari,Biratnagar,Keyboard,Accessories,Logitech,2,81.51,10,146.72,26.32,Khalti,Express,Processing
ORD00098,2026-01-31,CUST0214,Mia Adhikari,Chitwan,Headphones,Audio,Sony,2,147.33,15,250.46,20.9,Bank Transfer,Express,Shipped
ORD00099,2026-06-30,CUST0143,Hari KC,Biratnagar,Laptop,Electronics,Dell,1,837.21,10,753.49,106.96,Khalti,Standard,Cancelled
ORD00100,2026-05-18,CUST0119,Aarav KC,Biratnagar,Headphones,Audio,Sony,1,152.05,5,144.45,35.25,Cash,Express,Processing
ORD00101,2026-03-03,CUST0266,Emma Smith,Kathmandu,Mouse,Accessories,Logitech,2,18.22,0,36.44,7.96,Bank Transfer,Standard,Delivered
ORD00102,2026-02-01,CUST0293,Ava Adhikari,Butwal,Mouse,Accessories,Logitech,2,64.17,10,115.51,19.63,Bank Transfer,Standard,Processing
ORD00103,2026-01-15,CUST0233,Sita Adhikari,Kathmandu,Monitor,Electronics,LG,5,206.82,0,1034.1,253.03,Card,Express,Delivered
ORD00104,2026-05-28,CUST0096,Sophia Smith,Kathmandu,Keyboard,Accessories,Logitech,3,30.48,5,86.87,10.6,Card,Standard,Processing
ORD00105,2026-03-08,CUST0005,Noah Thapa,Butwal,Laptop,Electronics,Dell,5,862.41,5,4096.45,463.27,eSewa,Standard,Delivered
ORD00106,2026-02-20,CUST0254,Emma Smith,Biratnagar,Tablet,Electronics,Apple,1,486.67,0,486.67,109.71,Bank Transfer,Standard,Delivered
ORD00107,2026-03-01,CUST0253,Liam Sharma,Butwal,Laptop,Electronics,Dell,3,887.13,0,2661.39,614.74,eSewa,Standard,Delivered
ORD00108,2026-05-17,CUST0240,Olivia KC,Kathmandu,Keyboard,Accessories,Logitech,5,47.96,10,215.82,41.01,Khalti,Express,Delivered
ORD00109,2026-04-10,CUST0088,Hari KC,Kathmandu,Monitor,Electronics,LG,2,209.71,10,377.48,94.02,Khalti,Standard,Cancelled
ORD00110,2026-06-06,CUST0024,Hari Smith,Biratnagar,Tablet,Electronics,Apple,2,522.58,10,940.64,212.02,Khalti,Standard,Processing
ORD00111,2026-06-22,CUST0242,Ava KC,Pokhara,Laptop,Electronics,Dell,2,877.03,10,1578.65,378.06,Cash,Express,Processing
ORD00112,2026-01-27,CUST0047,Aarav Sharma,Chitwan,Laptop,Electronics,Dell,2,869.76,0,1739.52,185.35,Khalti,Express,Processing
ORD00113,2026-02-14,CUST0026,Sita Thapa,Butwal,Headphones,Audio,Sony,1,100.66,5,95.63,16.6,eSewa,Express,Processing
ORD00114,2026-03-20,CUST0104,Olivia Sharma,Kathmandu,Headphones,Audio,Sony,2,156.65,5,297.63,70.43,Bank Transfer,Express,Cancelled
ORD00115,2026-01-31,CUST0253,Hari Sharma,Lalitpur,Smartphone,Electronics,Samsung,5,642.09,5,3049.93,760.77,Khalti,Standard,Shipped
ORD00116,2026-01-28,CUST0019,Noah KC,Kathmandu,Mouse,Accessories,Logitech,2,44.68,0,89.36,21.27,Cash,Standard,Delivered
ORD00117,2026-04-30,CUST0282,Aarav KC,Lalitpur,Mouse,Accessories,Logitech,2,46.47,5,88.29,8.09,Khalti,Express,Delivered
ORD00118,2026-02-23,CUST0236,Hari Sharma,Lalitpur,Monitor,Electronics,LG,4,227.91,0,911.64,197.15,Cash,Standard,Processing
ORD00119,2026-04-17,CUST0284,Hari Thapa,Kathmandu,Mouse,Accessories,Logitech,1,33.59,5,31.91,5.73,Cash,Standard,Shipped
ORD00120,2026-05-02,CUST0256,Noah Sharma,Pokhara,Keyboard,Accessories,Logitech,2,28.54,15,48.52,10.87,Bank Transfer,Express,Shipped
ORD00121,2026-02-19,CUST0098,Sophia Smith,Butwal,Printer,Office,HP,4,183.89,5,698.78,71.74,Khalti,Express,Processing
ORD00122,2026-02-28,CUST0163,Ava Sharma,Chitwan,Monitor,Electronics,LG,4,236.07,20,755.42,156.89,Cash,Express,Delivered
ORD00123,2026-01-06,CUST0036,Mason KC,Kathmandu,Printer,Office,HP,5,194.51,5,923.92,88.77,Cash,Standard,Cancelled
ORD00124,2026-04-08,CUST0255,Noah Adhikari,Lalitpur,Mouse,Accessories,Logitech,3,20.22,15,51.56,8.12,Bank Transfer,Standard,Shipped
ORD00125,2026-02-26,CUST0126,Mia KC,Lalitpur,Keyboard,Accessories,Logitech,3,43.03,15,109.73,15.06,Khalti,Express,Shipped
ORD00126,2026-06-22,CUST0217,Noah KC,Pokhara,Printer,Office,HP,5,170.75,10,768.38,103.66,Bank Transfer,Express,Delivered
ORD00127,2026-03-22,CUST0155,Sita Sharma,Biratnagar,Laptop,Electronics,Dell,1,860.75,10,774.68,76.33,Cash,Express,Delivered
ORD00128,2026-04-15,CUST0179,Bishal Sharma,Pokhara,Printer,Office,HP,5,200.32,5,951.52,129.38,Card,Standard,Cancelled
ORD00129,2026-05-03,CUST0017,Noah Sharma,Chitwan,Printer,Office,HP,1,186.91,20,149.53,16.36,Cash,Standard,Processing
ORD00130,2026-04-23,CUST0040,Noah Adhikari,Kathmandu,Headphones,Audio,Sony,3,133.72,5,381.1,52.4,Khalti,Express,Delivered
ORD00131,2026-06-10,CUST0078,Sita KC,Chitwan,Printer,Office,HP,3,212.29,15,541.34,128.57,Cash,Standard,Processing
ORD00132,2026-06-22,CUST0230,Liam Smith,Kathmandu,Smartphone,Electronics,Samsung,3,683.43,0,2050.29,317.7,Cash,Express,Cancelled
ORD00133,2026-01-10,CUST0038,Aarav Smith,Kathmandu,Monitor,Electronics,LG,3,212.47,20,509.93,124.13,Cash,Standard,Processing
ORD00134,2026-04-23,CUST0056,Emma Sharma,Pokhara,Monitor,Electronics,LG,1,213.4,5,202.73,35.59,Bank Transfer,Standard,Shipped
ORD00135,2026-02-05,CUST0267,Emma Smith,Butwal,Headphones,Audio,Sony,1,124.26,20,99.41,14.07,Card,Standard,Processing
ORD00136,2026-03-23,CUST0293,Hari Thapa,Butwal,Smartphone,Electronics,Samsung,2,670.68,15,1140.16,160.91,Bank Transfer,Express,Delivered
ORD00137,2026-02-02,CUST0012,Hari Sharma,Pokhara,Tablet,Electronics,Apple,1,535.23,15,454.95,89.86,eSewa,Standard,Processing
ORD00138,2026-06-25,CUST0145,Liam Adhikari,Butwal,Smartphone,Electronics,Samsung,5,633.93,0,3169.65,767.03,eSewa,Standard,Processing
ORD00139,2026-03-12,CUST0013,Ava KC,Chitwan,Laptop,Electronics,Dell,2,872.99,0,1745.98,348.72,Bank Transfer,Standard,Cancelled
ORD00140,2026-01-18,CUST0163,Olivia Sharma,Pokhara,Smartphone,Electronics,Samsung,1,634.53,10,571.08,66.24,eSewa,Express,Shipped
ORD00141,2026-03-05,CUST0027,Olivia KC,Kathmandu,Mouse,Accessories,Logitech,3,29.82,0,89.46,7.68,Card,Standard,Delivered
ORD00142,2026-02-25,CUST0253,Sita Adhikari,Butwal,Monitor,Electronics,LG,1,231.05,5,219.5,35.32,eSewa,Express,Shipped
ORD00143,2026-06-11,CUST0150,Ava Sharma,Kathmandu,Printer,Office,HP,3,179.79,0,539.37,69.87,Bank Transfer,Standard,Shipped
ORD00144,2026-03-04,CUST0172,Liam Adhikari,Pokhara,Monitor,Electronics,LG,4,223.97,10,806.29,103.69,Card,Standard,Processing
ORD00145,2026-03-29,CUST0282,Noah Adhikari,Butwal,Laptop,Electronics,Dell,1,876.32,0,876.32,176.54,Cash,Express,Shipped
ORD00146,2026-01-16,CUST0092,Noah Thapa,Chitwan,Monitor,Electronics,LG,2,231.15,20,369.84,69.49,Cash,Standard,Shipped
ORD00147,2026-04-23,CUST0135,Sita Adhikari,Lalitpur,Keyboard,Accessories,Logitech,2,72.66,0,145.32,35.65,Card,Express,Processing
ORD00148,2026-03-26,CUST0117,Mia Adhikari,Kathmandu,Keyboard,Accessories,Logitech,1,63.69,5,60.51,9.3,Card,Express,Processing
ORD00149,2026-06-26,CUST0266,Aarav Sharma,Lalitpur,Smartphone,Electronics,Samsung,3,655.53,0,1966.59,330.6,Bank Transfer,Standard,Delivered
ORD00150,2026-03-02,CUST0139,Mason Sharma,Pokhara,Headphones,Audio,Sony,3,119.22,20,286.13,40.89,Khalti,Express,Processing
ORD00151,2026-06-20,CUST0042,Mia Adhikari,Lalitpur,Printer,Office,HP,5,171.61,5,815.15,154.09,Cash,Express,Shipped
ORD00152,2026-06-19,CUST0162,Sita Adhikari,Chitwan,Smartphone,Electronics,Samsung,4,665.39,0,2661.56,620.75,Khalti,Express,Delivered
ORD00153,2026-04-08,CUST0061,Mason Smith,Butwal,Mouse,Accessories,Logitech,1,38.5,0,38.5,6.96,eSewa,Standard,Processing
ORD00154,2026-04-15,CUST0181,Mason Thapa,Lalitpur,Laptop,Electronics,Dell,5,836.99,10,3766.45,796.06,Card,Standard,Delivered
ORD00155,2026-03-23,CUST0080,Sophia Smith,Kathmandu,Monitor,Electronics,LG,1,207.04,5,196.69,34.96,Khalti,Standard,Shipped
ORD00156,2026-05-13,CUST0106,Emma Adhikari,Lalitpur,Tablet,Electronics,Apple,5,535.88,10,2411.46,415.5,eSewa,Standard,Shipped
ORD00157,2026-04-13,CUST0090,Olivia Sharma,Biratnagar,Printer,Office,HP,5,209.27,15,889.4,161.37,Card,Express,Cancelled
ORD00158,2026-03-29,CUST0038,Bishal Smith,Lalitpur,Smartphone,Electronics,Samsung,4,636.72,10,2292.19,201.31,Bank Transfer,Express,Shipped
ORD00159,2026-06-26,CUST0163,Bishal Sharma,Biratnagar,Headphones,Audio,Sony,1,114.56,10,103.1,24.99,Khalti,Standard,Cancelled
ORD00160,2026-03-31,CUST0281,Ava Thapa,Lalitpur,Headphones,Audio,Sony,3,157.72,10,425.84,62.18,eSewa,Standard,Shipped
ORD00161,2026-06-09,CUST0201,Ava Sharma,Lalitpur,Mouse,Accessories,Logitech,2,51.22,0,102.44,22.65,eSewa,Standard,Shipped
ORD00162,2026-01-24,CUST0226,Sita Sharma,Pokhara,Printer,Office,HP,3,186.67,5,532.01,125.48,Cash,Standard,Delivered
ORD00163,2026-04-02,CUST0295,Sita Smith,Kathmandu,Smartphone,Electronics,Samsung,5,676.75,15,2876.19,705.63,Khalti,Express,Processing
ORD00164,2026-05-08,CUST0153,Ava Adhikari,Biratnagar,Monitor,Electronics,LG,2,221.88,15,377.2,35.61,eSewa,Standard,Delivered
ORD00165,2026-03-14,CUST0130,Mia Sharma,Lalitpur,Keyboard,Accessories,Logitech,3,62.55,15,159.5,39.64,Khalti,Standard,Cancelled
ORD00166,2026-06-19,CUST0240,Sophia Sharma,Lalitpur,Laptop,Electronics,Dell,1,887.82,20,710.26,129.78,Bank Transfer,Standard,Shipped
ORD00167,2026-03-06,CUST0137,Liam Sharma,Pokhara,Monitor,Electronics,LG,1,258.3,5,245.38,24.44,Cash,Express,Cancelled
ORD00168,2026-06-19,CUST0096,Liam Thapa,Biratnagar,Keyboard,Accessories,Logitech,3,28.43,10,76.76,10.08,eSewa,Standard,Delivered
ORD00169,2026-04-08,CUST0047,Sita Smith,Lalitpur,Printer,Office,HP,5,166.48,5,790.78,175.68,Cash,Express,Processing
ORD00170,2026-01-18,CUST0296,Sita KC,Biratnagar,Smartphone,Electronics,Samsung,1,648.9,15,551.56,105.21,eSewa,Standard,Processing
ORD00171,2026-01-04,CUST0253,Bishal KC,Pokhara,Tablet,Electronics,Apple,4,495.75,0,1983.0,336.26,Cash,Express,Cancelled
ORD00172,2026-05-14,CUST0021,Mia Thapa,Kathmandu,Smartphone,Electronics,Samsung,4,670.25,5,2546.95,631.75,eSewa,Standard,Shipped
ORD00173,2026-05-02,CUST0114,Liam Sharma,Kathmandu,Laptop,Electronics,Dell,2,838.47,5,1593.09,188.42,Khalti,Standard,Delivered
ORD00174,2026-01-04,CUST0277,Bishal Thapa,Pokhara,Headphones,Audio,Sony,5,116.97,20,467.88,108.06,Card,Standard,Processing
ORD00175,2026-02-18,CUST0153,Mia Thapa,Biratnagar,Keyboard,Accessories,Logitech,4,73.81,0,295.24,62.04,Card,Express,Shipped
ORD00176,2026-01-23,CUST0241,Ava Smith,Chitwan,Keyboard,Accessories,Logitech,5,57.76,0,288.8,41.65,Bank Transfer,Standard,Cancelled
ORD00177,2026-05-05,CUST0095,Mia Adhikari,Biratnagar,Tablet,Electronics,Apple,5,538.72,10,2424.24,596.6,Bank Transfer,Standard,Delivered
ORD00178,2026-02-26,CUST0011,Emma Sharma,Butwal,Mouse,Accessories,Logitech,4,50.63,10,182.27,25.09,Khalti,Standard,Processing
ORD00179,2026-06-14,CUST0012,Mia Adhikari,Butwal,Laptop,Electronics,Dell,1,832.63,20,666.1,138.73,Card,Express,Shipped
